videos	n4ZxEznNaIY	How Anthropic uses Claude in GTM Engineering	https://www.youtube.com/watch?v=n4ZxEznNaIY
videos	rjSvJYrVY2k	The Problem Solvers | Anton Osika at Lovable	https://www.youtube.com/watch?v=rjSvJYrVY2k
videos	8N1-XHNupfg	Team thinking, visualized by Claude	https://www.youtube.com/watch?v=8N1-XHNupfg
videos	bjrmYsFae_g	The Problem Solvers | Max Junestrand at Legora	https://www.youtube.com/watch?v=bjrmYsFae_g
videos	CG7Rcl49C2w	Before we ship a Claude model, these teams try to break it.	https://www.youtube.com/watch?v=CG7Rcl49C2w
videos	5HVPeux24WU	Embrace long-running tasks with Opus 4.8 and Claude Code	https://www.youtube.com/watch?v=5HVPeux24WU
videos	kUQD5ZElyB4	The Problem Solvers: Michele Catasta at Replit	https://www.youtube.com/watch?v=kUQD5ZElyB4
videos	19HDQ9HppOA	Ship your first Managed Agent	https://www.youtube.com/watch?v=19HDQ9HppOA
videos	mWvtOHlZM-I	Tool, skill, or subagent? Decomposing an agent that outgrew its prompt	https://www.youtube.com/watch?v=mWvtOHlZM-I
videos	dxqX_6ciVQA	Agent Battle: Mine the most diamonds in 45 minutes	https://www.youtube.com/watch?v=dxqX_6ciVQA
videos	v9FTCvkV_a0	Evals for taste: Hill-climbing a slide-generation agent	https://www.youtube.com/watch?v=v9FTCvkV_a0
videos	geUv4CjPpxI	Agents that remember	https://www.youtube.com/watch?v=geUv4CjPpxI
videos	IlqJqcl8ONE	How we Claude Code	https://www.youtube.com/watch?v=IlqJqcl8ONE
videos	qOjleN2-50c	Making agentic workflows trustworthy and verifiable with a custom DSL	https://www.youtube.com/watch?v=qOjleN2-50c
videos	MyYe6C4NVu0	The Problem Solvers: Kay Zhu at Genspark	https://www.youtube.com/watch?v=MyYe6C4NVu0
videos	tUoO4ucrNc0	Fighting financial crime with Claude Cowork	https://www.youtube.com/watch?v=tUoO4ucrNc0
videos	T8N0MED3IJo	Where code meets court: AI at the legal-technical frontier	https://www.youtube.com/watch?v=T8N0MED3IJo
videos	M5uwBawBDpw	How AirOps chases friction to build AI products with Claude	https://www.youtube.com/watch?v=M5uwBawBDpw
videos	A3rmSUp6Dxg	How Metaview built self-improving prompts for application review	https://www.youtube.com/watch?v=A3rmSUp6Dxg
videos	uGroRwlC9y4	Teaching agents to learn from your team	https://www.youtube.com/watch?v=uGroRwlC9y4
videos	tuY2ChJIx48	Beyond the basics with Claude Code	https://www.youtube.com/watch?v=tuY2ChJIx48
videos	IA5LWIGqnyM	Running an AI-native engineering org	https://www.youtube.com/watch?v=IA5LWIGqnyM
videos	QIriO1-vHYw	Getting more out of the Claude Platform	https://www.youtube.com/watch?v=QIriO1-vHYw
videos	G2B0YWuJUgI	The prompting playbook	https://www.youtube.com/watch?v=G2B0YWuJUgI
videos	DNRddIEoH3c	The capability curve	https://www.youtube.com/watch?v=DNRddIEoH3c
videos	Uvl-tRga98g	Designing with Claude: From prompt to production	https://www.youtube.com/watch?v=Uvl-tRga98g
